case_id,split,record_id,window_id,true_class,expected_class,pred_class,pred_valid,class_mem_NSR,class_mem_CHF,class_mem_ARR,class_mem_AFF,mem_file,beat_count,pnn_match_count,pnn_mismatch_count,dscr_flip_count,dscr_slope_count,ram_code_sum,ram_code_count,rdm_valid_count,rdm_code_sum,rdm_ge10_count,rdm_ge20_count,rdm_ge30_count,rdm_ge40_count,rdm_ge50_count,rdm_ge60_count,rdm_ge70_count,rdm_ge80_count,rdm_ge90_count,rdm_ge100_count,rdm_ge110_count,rdm_ge120_count,rdm_ge130_count,rdm_ge140_count,rdm_ge150_count,ectopic_pair_count,qrs_maf_valid_count,qrs_maf_count,qrs_maf_code_sum,qrs_width_abn_count,qrs_complex_abn_count,qrs_energy_abn_count,qrs_terminal_delay_count,qrs_late_energy_count,qrs_asymmetry_count,qrs_peak_to_tail_count,qrs_pvc_like_count,qrs_rbbb_like_count,qrs_maf_width_sum,qrs_maf_complex_sum,qrs_maf_energy_sum,rbbb_delay_valid_count,rbbb_delay_wide_count,rbbb_delay_terminal_count,rbbb_delay_like_count,rbbb_delay_segment_count,rbbb_delay_applied_count,pre_qrs_bump_count,eerg_gate_count,eerg_applied_count,eerg_pre_qrs_bump_count,eerg_early_count,eerg_ecp_count,eerg_pnn_decision_count,eerg_pnn_mismatch_count,eerg_rdm_valid_count,eerg_rdm_code_sum
56,train,04908,424,AFF,3,1,1,-54088203,10223267,-104853967,-51837723,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0056_train_AFF_04908_w00424.mem,96,89,5,190,6078,519,89,94,124,48,11,5,5,5,5,5,5,5,5,5,5,5,5,5,2,96,0,0,0,0,0,0,0,0,0,0,0,4182,188,1307,108,1,1,1,0,0,96,0,0,96,1,2,94,5,94,124
57,train,04908,612,AFF,3,1,1,-31033378,63661027,-174278376,-52968451,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0057_train_AFF_04908_w00612.mem,102,100,0,199,3885,200,100,100,17,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0,0,4388,197,650,102,0,0,0,0,0,101,0,0,101,0,0,100,0,100,17
58,train,04936,0,AFF,3,0,1,-1587169,-38830656,-93490601,-61275283,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0058_train_AFF_04936_w00000.mem,69,67,0,137,1741,67,67,67,83,44,25,11,3,0,0,0,0,0,0,0,0,0,0,0,0,69,0,0,0,0,0,0,0,0,0,0,0,2682,137,267,69,0,0,0,0,0,69,0,0,69,0,0,67,0,67,83
59,train,04936,47,AFF,3,0,1,15505722,-47626920,-100318359,-63415782,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0059_train_AFF_04936_w00047.mem,65,63,0,129,1555,63,63,63,84,44,25,9,5,1,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,3624,129,240,65,0,0,0,0,0,65,0,0,65,0,0,63,0,63,84
60,train,04936,306,AFF,3,3,1,-101870598,-84468897,-122369577,110292876,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0060_train_AFF_04936_w00306.mem,93,46,45,153,2019,79,45,91,899,83,80,72,70,70,67,63,58,55,55,51,50,45,44,36,11,93,0,0,0,0,0,0,0,0,0,0,0,3611,153,342,101,0,0,0,0,0,93,0,0,93,17,11,91,45,91,899
61,train,04936,612,AFF,3,1,1,-29462275,-1917238,-118297462,-47977808,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0061_train_AFF_04936_w00612.mem,87,85,0,96,1523,82,84,85,55,44,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,0,0,0,0,0,0,0,0,0,0,0,3387,96,307,87,0,0,0,0,0,86,0,0,86,0,0,85,0,85,55
62,train,05121,0,AFF,3,1,1,-138854617,18329509,-16813850,-60690884,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0062_train_AFF_05121_w00000.mem,76,74,0,151,5974,70,74,74,113,57,36,12,7,1,0,0,0,0,0,0,0,0,0,0,0,76,9,186,6,0,3,0,0,0,0,0,0,4046,151,1319,151,41,72,41,1,1,76,0,0,76,0,0,74,0,74,113
63,train,05121,306,AFF,3,3,1,-129830717,-61939162,-15497776,10642854,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0063_train_AFF_05121_w00306.mem,88,53,33,171,5114,307,52,86,744,82,78,71,61,60,58,51,48,40,39,37,33,30,28,28,5,88,20,305,20,0,0,0,0,0,0,0,0,4625,169,1357,166,33,86,33,0,0,88,0,0,88,8,5,86,33,86,744
64,train,05121,612,AFF,3,1,1,-150563264,35250909,-184113,-83926583,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0064_train_AFF_05121_w00612.mem,81,76,3,56,2151,194,76,79,140,56,34,13,5,3,3,3,3,3,3,3,3,3,3,2,1,81,6,62,6,0,1,0,0,0,0,0,0,7059,35,1012,127,10,70,10,1,1,81,0,0,81,1,1,79,3,79,140
65,train,05261,0,AFF,3,2,1,-97878104,-109818020,34702279,-18712666,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0065_train_AFF_05261_w00000.mem,77,34,41,139,2313,536,34,75,668,63,52,48,45,44,44,44,41,41,41,41,41,41,41,41,19,77,18,81,17,0,1,0,0,0,0,0,0,3816,133,420,259,28,43,28,0,0,77,0,0,77,16,19,75,41,75,668
66,train,05261,205,AFF,3,2,1,-46940528,-98271650,-17425875,-32880300,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0066_train_AFF_05261_w00205.mem,86,63,21,146,2461,951,64,84,580,67,59,55,50,47,45,42,39,37,31,30,23,20,18,17,9,86,30,114,30,0,0,0,0,0,0,0,0,5896,29,243,100,1,1,1,0,0,86,0,0,86,23,9,84,21,84,580
67,train,05261,306,AFF,3,3,1,-49782423,-112457701,-28346033,-974745,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0067_train_AFF_05261_w00306.mem,81,43,36,155,2439,642,43,79,558,49,38,37,37,37,36,36,36,36,36,36,36,36,36,36,19,81,3,17,1,0,2,0,0,0,0,0,0,2935,152,450,193,0,0,0,0,0,81,0,0,81,10,19,79,36,79,558
68,train,05261,612,AFF,3,0,1,16571559,-36899864,-71746070,-102923809,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0068_train_AFF_05261_w00612.mem,65,60,3,129,2110,822,60,63,67,22,6,3,3,3,3,3,3,3,3,3,3,3,3,3,1,65,0,0,0,0,0,0,0,0,0,0,0,3273,129,361,65,0,0,0,0,0,65,0,0,65,1,1,63,3,63,67
69,train,06453,0,AFF,3,1,1,-139145100,90322890,-50353381,-98863990,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0069_train_AFF_06453_w00000.mem,82,70,10,2,503,152,70,80,234,46,31,22,14,13,13,13,13,12,10,10,10,9,9,9,5,82,11,64,11,0,0,0,0,0,0,0,0,8114,2,639,97,3,4,3,0,0,82,0,0,82,13,5,80,10,80,234
70,train,06453,277,AFF,3,1,1,-83068652,60234444,-78081749,-97029461,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0070_train_AFF_06453_w00277.mem,63,58,3,0,445,103,58,61,120,37,23,12,7,6,5,5,4,3,3,3,3,3,3,3,0,63,8,58,8,0,1,0,0,0,0,0,0,5712,0,520,63,0,0,0,0,0,63,0,0,63,2,0,61,3,61,120
71,train,06453,553,AFF,3,1,1,-37686291,12166068,-13203089,-154401189,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0071_train_AFF_06453_w00553.mem,20,17,1,0,0,16,17,18,43,15,10,5,2,1,1,1,1,1,1,1,1,1,1,1,0,20,6,26,6,0,0,0,0,0,0,0,0,1388,0,96,20,0,0,0,0,0,20,0,0,20,1,0,18,1,18,43
72,train,06995,0,AFF,3,3,1,-40532402,-112128100,-73515546,31427570,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0072_train_AFF_06995_w00000.mem,89,55,32,177,2195,518,56,87,749,80,74,69,67,63,57,54,50,47,40,37,35,30,24,22,12,89,0,0,0,0,0,0,0,0,0,0,0,2729,177,272,91,0,0,0,0,0,89,0,0,89,18,12,87,32,87,749
73,train,06995,306,AFF,3,0,1,1731714,-54983515,-98934573,-44843141,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0073_train_AFF_06995_w00306.mem,99,85,11,193,2262,674,85,97,314,55,36,27,24,22,22,20,16,15,15,15,14,13,11,9,2,98,0,0,0,0,0,0,0,0,0,0,0,4314,193,351,107,0,0,0,0,0,98,0,0,98,8,2,96,11,96,314
74,train,06995,612,AFF,3,3,1,-68879788,-112118299,-37422039,21953357,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0074_train_AFF_06995_w00612.mem,89,56,31,173,2855,638,58,87,752,83,81,73,64,62,54,50,48,46,40,38,33,30,27,23,10,88,1,12,1,0,0,0,0,0,0,0,0,4975,171,421,96,0,1,0,0,0,88,0,0,88,17,10,86,30,87,752
75,train,07879,0,AFF,3,3,1,-112661766,-52952636,-55998814,18073927,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0075_train_AFF_07879_w00000.mem,67,16,49,0,0,43,15,65,826,62,60,59,58,58,58,58,58,58,56,54,53,49,46,39,3,67,0,0,0,0,0,0,0,0,0,0,0,2353,0,1,67,0,0,0,0,0,67,0,0,67,8,3,65,49,65,826
76,train,07879,306,AFF,3,3,1,-148472711,-92729109,-37319481,73947283,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0076_train_AFF_07879_w00306.mem,100,37,61,0,150,184,37,98,1086,96,91,86,83,80,73,71,69,67,66,65,63,60,59,57,24,100,0,0,0,0,0,0,0,0,0,0,0,4473,0,110,100,0,0,0,0,0,100,0,0,100,21,24,98,61,98,1086
77,train,07879,612,AFF,3,1,1,-42598103,12085942,-64850839,-102210803,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0077_train_AFF_07879_w00612.mem,66,64,0,0,98,319,64,64,53,37,14,2,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,3445,0,73,66,0,0,0,0,0,66,0,0,66,0,0,64,0,64,53
78,train,102,0,ARR,2,1,1,-66723755,-2869725,-6482716,-121561876,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0078_train_ARR_102_w00000.mem,73,70,1,0,485,559,70,71,137,50,37,25,10,5,2,1,1,1,1,1,1,1,1,0,0,73,6,18,6,0,0,0,0,0,0,0,0,6899,0,224,73,0,9,0,0,0,73,0,0,73,0,0,71,1,71,137
79,train,102,15,ARR,2,2,1,-61164376,-4539178,-2120267,-130654712,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0079_train_ARR_102_w00015.mem,73,71,0,0,522,568,71,71,114,42,32,22,10,5,3,0,0,0,0,0,0,0,0,0,0,73,26,87,26,0,0,0,0,0,0,0,0,4523,0,250,73,0,10,0,0,0,73,0,0,73,0,0,71,0,71,114
80,train,102,29,ARR,2,2,1,-77065177,-23312859,25064503,-124536118,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0080_train_ARR_102_w00029.mem,73,71,0,0,526,581,71,71,119,54,32,18,10,4,1,0,0,0,0,0,0,0,0,0,0,73,19,63,19,0,0,0,0,0,0,0,0,4269,0,251,73,0,18,0,0,0,73,0,0,73,0,0,71,0,71,119
81,train,104,0,ARR,2,2,1,-67881148,-28850982,8991731,-111352818,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0081_train_ARR_104_w00000.mem,78,72,3,30,759,922,72,76,225,57,43,26,18,14,14,11,8,7,6,5,4,4,4,4,2,77,11,33,11,0,0,0,0,0,0,0,0,7061,30,220,81,1,39,1,0,0,77,0,0,77,6,2,75,3,76,225
82,train,104,15,ARR,2,2,1,-37998387,-55109205,12013902,-115498001,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0082_train_ARR_104_w00015.mem,74,72,0,40,823,807,72,72,162,55,36,30,21,10,5,3,1,1,0,0,0,0,0,0,0,74,1,12,0,0,1,0,0,0,0,0,0,6221,40,235,74,0,28,0,0,0,74,0,0,74,0,0,72,0,72,162
83,train,104,29,ARR,2,2,1,-40061727,-60951785,25463365,-122140798,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0083_train_ARR_104_w00029.mem,73,71,0,32,752,917,71,71,193,63,49,35,20,9,6,4,3,2,2,0,0,0,0,0,0,73,1,1,1,0,0,0,0,0,0,0,0,6165,32,208,74,1,21,1,0,0,73,0,0,73,0,0,71,0,71,193
84,train,106,0,ARR,2,0,1,33493910,-103317433,-29457758,-95819251,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0084_train_ARR_106_w00000.mem,70,61,7,127,2033,1074,61,68,312,57,46,35,32,26,23,20,16,14,10,7,7,7,6,6,4,70,4,30,4,0,0,0,0,0,0,0,0,3921,124,429,86,0,0,0,0,0,70,1,1,70,10,4,68,7,68,312
85,train,106,13,ARR,2,2,1,-152288584,-97696363,46896116,817877,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0085_train_ARR_106_w00013.mem,83,0,81,145,3208,0,0,81,1215,81,81,81,81,81,81,81,81,81,81,81,81,81,81,81,62,83,8,61,6,0,2,0,0,0,0,0,0,4615,144,724,125,1,10,1,0,0,83,0,0,83,33,62,81,81,81,1215
86,train,106,15,ARR,2,2,1,-66748847,-94718554,40044144,-72779381,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0086_train_ARR_106_w00015.mem,73,49,21,124,2631,839,49,71,449,62,53,43,37,32,28,27,23,21,21,21,21,20,20,20,9,72,7,58,6,0,1,0,0,0,0,0,0,3615,119,562,93,1,3,1,0,0,72,0,0,72,6,9,70,21,71,449
87,train,106,29,ARR,2,2,1,-87066246,-128867331,76998310,-56533321,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0087_train_ARR_106_w00029.mem,74,14,58,107,2615,189,14,72,946,72,70,68,67,65,65,64,62,61,61,59,58,58,58,58,51,74,4,53,2,0,2,0,0,0,0,0,0,2932,106,690,138,0,5,0,0,0,74,0,0,74,34,51,72,58,72,946
88,train,107,0,ARR,2,2,1,-62839761,-44376190,17008642,-109060105,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0088_train_ARR_107_w00000.mem,71,67,2,140,5274,1333,67,69,128,49,29,16,8,5,3,2,2,2,2,2,2,2,2,2,0,71,13,172,13,0,0,0,0,0,0,0,0,3986,94,1001,200,46,65,46,1,1,71,0,0,71,2,0,69,2,69,128
89,train,107,15,ARR,2,2,1,-74347513,-40628759,41328491,-126269621,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0089_train_ARR_107_w00015.mem,72,65,5,135,5651,1682,65,70,196,53,34,25,15,12,9,8,7,7,5,5,5,4,4,3,1,72,15,227,15,0,0,0,0,0,0,0,0,3745,130,1144,198,62,64,62,1,1,72,0,0,72,1,1,70,5,70,196
90,train,107,29,ARR,2,2,1,-96011608,-63032643,56568823,-99604064,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0090_train_ARR_107_w00029.mem,71,59,10,138,7431,1373,59,69,250,55,40,25,17,12,11,10,10,10,10,10,10,10,10,10,2,71,1,26,0,0,1,0,0,0,0,0,0,5619,85,1330,199,67,67,67,1,1,71,0,0,71,4,2,69,10,69,250
91,train,114,0,ARR,2,1,1,-57595643,8838239,-52390480,-95307613,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0091_train_ARR_114_w00000.mem,55,52,1,0,0,52,52,53,179,43,38,26,19,15,12,8,7,6,4,1,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0,0,0,3623,0,54,55,0,0,0,0,0,55,0,0,55,0,0,53,1,53,179
92,train,114,15,ARR,2,2,1,-37465216,-27845457,-22408779,-108623039,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0092_train_ARR_114_w00015.mem,62,57,3,0,415,395,57,60,273,52,46,40,30,23,20,13,11,10,9,8,5,3,2,1,0,62,0,0,0,0,0,0,0,0,0,0,0,3567,0,113,62,0,0,0,0,0,62,0,0,62,0,0,60,3,60,273
93,train,114,29,ARR,2,2,1,-87052953,-56757844,-204205,-55604787,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0093_train_ARR_114_w00029.mem,81,61,17,0,398,488,61,79,505,73,63,53,45,43,37,32,30,26,23,18,17,16,15,14,5,80,9,7,9,0,0,0,0,0,0,0,0,5042,0,207,86,0,0,0,0,0,80,0,0,80,13,5,78,17,79,505
94,train,118,0,ARR,2,1,1,-23786047,-11096101,-62470870,-98049058,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0094_train_ARR_118_w00000.mem,74,68,4,103,2857,759,68,72,151,47,28,15,8,6,6,5,5,5,5,5,4,4,4,4,0,74,11,106,4,0,7,0,0,0,0,0,0,5938,64,750,133,1,1,1,0,0,74,0,0,74,0,0,72,4,72,151
95,train,118,7,ARR,2,1,1,-39506583,-25774901,-42972645,-88275968,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0095_train_ARR_118_w00007.mem,86,75,9,169,3562,815,75,84,224,53,29,22,18,12,12,11,9,9,9,9,8,8,8,7,4,86,12,121,10,0,4,0,0,0,0,0,0,3308,166,761,186,0,4,0,0,0,86,1,1,86,3,4,84,9,84,224
96,train,118,15,ARR,2,2,1,-44837775,-69072904,1138274,-84537475,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0096_train_ARR_118_w00015.mem,75,62,11,129,2873,620,62,73,283,53,39,29,20,16,15,15,13,13,13,12,12,11,11,11,5,75,1,11,1,0,0,0,0,0,0,0,0,5456,72,811,186,1,2,1,0,0,75,0,0,75,5,5,73,11,73,283
97,train,118,29,ARR,2,2,1,-73939514,-74136011,28543562,-80320698,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0097_train_ARR_118_w00029.mem,87,72,13,170,4367,1054,72,85,335,65,45,38,25,20,19,18,14,14,13,13,13,13,13,12,3,87,15,168,11,0,6,0,0,0,0,0,0,4709,161,992,239,8,8,8,1,1,87,0,0,87,4,3,85,13,85,335
98,train,124,0,ARR,2,2,1,-1098278,-90872693,22181653,-126109503,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0098_train_ARR_124_w00000.mem,49,47,0,97,2605,776,47,47,132,42,32,25,18,8,6,1,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,0,0,0,0,0,4935,97,412,49,0,49,0,0,0,49,0,0,49,0,0,47,0,47,132
99,train,124,15,ARR,2,2,1,-28327354,-50454688,12896239,-129562461,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0099_train_ARR_124_w00015.mem,52,48,2,103,2895,864,48,50,152,43,29,23,20,11,7,4,4,2,2,2,2,1,1,1,1,52,0,0,0,0,0,0,0,0,0,0,0,3216,103,564,52,3,52,3,0,0,52,0,0,52,1,1,50,2,50,152
100,train,124,29,ARR,2,2,1,-24810420,-38754587,-8260009,-123721553,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0100_train_ARR_124_w00029.mem,57,54,1,111,2884,810,54,55,215,47,40,34,27,18,18,11,6,3,3,2,2,2,2,0,0,57,8,69,8,0,0,0,0,0,0,0,0,5386,111,484,61,1,39,1,0,0,57,0,0,57,0,0,55,1,55,215
101,train,201,0,ARR,2,3,1,-97510140,-100918690,-25060135,25241869,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0101_train_ARR_201_w00000.mem,89,44,43,4,255,377,44,87,866,83,78,74,71,67,62,58,58,55,51,45,44,41,41,38,17,88,0,0,0,0,0,0,0,0,0,0,0,3574,4,266,90,0,0,0,0,0,88,0,0,88,21,17,87,43,87,866
102,train,201,15,ARR,2,2,1,-41604545,-109015227,30315432,-72385236,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0102_train_ARR_201_w00015.mem,53,14,37,4,100,104,14,51,613,48,46,45,43,43,43,42,40,40,40,40,39,36,35,33,24,53,4,11,4,0,0,0,0,0,0,0,0,3298,4,147,54,0,0,0,0,0,53,0,0,53,13,24,51,37,51,613
103,train,201,29,ARR,2,3,1,-89852717,-97735474,-24673077,15306930,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0103_train_ARR_201_w00029.mem,76,32,42,6,268,246,31,74,814,71,69,67,65,61,59,59,56,53,48,48,44,41,37,36,15,76,0,0,0,0,0,0,0,0,0,0,0,3191,6,234,78,0,0,0,0,0,76,0,0,76,20,15,74,42,74,814
104,train,205,0,ARR,2,0,1,37270036,-72723291,-96310849,-65227041,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0104_train_ARR_205_w00000.mem,89,87,0,168,1577,782,87,87,75,52,18,4,1,0,0,0,0,0,0,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0,0,3281,168,180,89,0,0,0,0,0,89,0,0,89,0,0,87,0,87,75
105,train,205,15,ARR,2,0,1,17536875,-81987638,-58830141,-74666475,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0105_train_ARR_205_w00015.mem,91,83,6,152,1688,827,83,89,191,60,36,21,8,6,6,6,6,6,6,6,6,6,6,6,2,91,1,12,1,0,1,0,0,0,0,0,0,3172,152,232,93,0,0,0,0,0,91,0,0,91,4,2,89,6,89,191
106,train,205,29,ARR,2,0,1,36740155,-43033660,-111200274,-77624164,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0106_train_ARR_205_w00029.mem,81,79,0,161,1608,662,79,79,51,36,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0,0,4152,161,162,81,0,0,0,0,0,81,0,0,81,0,0,79,0,79,51
107,train,chf03,0,CHF,1,1,1,-97625741,2670882,-35161478,-66371743,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0107_train_CHF_chf03_w00000.mem,65,55,8,0,0,107,55,63,384,62,54,48,40,34,29,26,21,16,12,10,8,8,8,8,3,65,8,46,8,0,0,0,0,0,0,0,0,5269,0,361,67,0,0,0,0,0,65,0,0,65,4,3,63,8,63,384
108,train,chf03,599,CHF,1,1,1,-97353297,87158099,-76752288,-109480731,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0108_train_CHF_chf03_w00599.mem,67,65,0,0,0,70,65,65,79,25,10,9,9,8,5,4,2,2,2,2,1,0,0,0,0,67,1,9,1,0,0,0,0,0,0,0,0,6724,0,543,72,0,4,0,0,0,67,0,0,67,0,0,65,0,65,79
109,train,chf03,1198,CHF,1,1,1,-127657005,33694577,-4870880,-99419859,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0109_train_CHF_chf03_w01198.mem,67,57,8,0,0,75,56,65,210,46,29,20,17,13,11,11,9,8,8,8,8,8,7,7,2,66,3,1,3,0,2,0,0,0,0,0,0,6273,0,400,73,0,8,0,0,0,66,0,0,66,4,2,65,8,65,210
110,train,chf04,0,CHF,1,3,1,-123780045,-30848651,-26307456,-16398691,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0110_train_CHF_chf04_w00000.mem,75,44,29,0,20,74,44,73,509,52,45,41,37,35,32,30,30,30,30,30,30,30,29,28,18,75,9,4,9,0,0,0,0,0,0,0,0,1640,0,20,94,0,0,0,0,0,75,0,0,75,36,18,73,29,73,509
111,train,chf04,599,CHF,1,3,1,-66389559,-64403147,-31938789,-27423555,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0111_train_CHF_chf04_w00599.mem,40,18,20,0,0,44,18,38,350,34,33,31,28,26,23,22,22,20,19,19,19,18,18,18,9,40,23,10,23,0,0,0,0,0,0,0,0,2125,0,21,53,0,0,0,0,0,40,0,0,40,29,9,38,20,38,350
112,train,chf04,1198,CHF,1,3,1,-105948680,-59266871,-34004569,3091296,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0112_train_CHF_chf04_w01198.mem,49,15,32,0,0,15,15,47,515,44,41,38,36,35,34,32,32,32,32,32,32,32,32,31,10,49,5,2,5,0,0,0,0,0,0,0,0,1002,0,30,68,0,0,0,0,0,49,0,0,49,37,10,47,32,47,515
113,train,chf06,0,CHF,1,3,1,-123672085,-60985841,-46939835,29507623,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0113_train_CHF_chf06_w00000.mem,105,61,42,0,0,373,61,103,890,94,88,82,77,73,69,64,59,52,49,45,42,35,31,30,6,104,3,8,3,0,0,0,0,0,0,0,0,4253,0,177,107,0,0,0,0,0,104,0,0,104,24,6,103,42,103,890
114,train,chf06,592,CHF,1,2,1,-103554976,-45219382,2422850,-54777848,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0114_train_CHF_chf06_w00592.mem,95,72,21,0,6,442,72,93,515,73,56,47,42,38,34,31,31,28,26,25,23,21,21,19,10,95,1,5,1,0,0,0,0,0,0,0,0,3024,0,210,96,0,0,0,0,0,95,0,0,95,8,10,93,21,93,515
115,train,chf06,1184,CHF,1,1,1,-127147913,40540771,-83814273,-30656146,C:\Users\YangGeon\SNN_ECG_RESTORE_MODEL_S\results\python_rtl_equivalence\windows\case0115_train_CHF_chf06_w01184.mem,108,86,20,0,0,397,86,106,446,63,41,34,34,34,33,32,28,25,25,25,23,20,15,14,8,108,12,20,12,0,0,0,0,0,0,0,0,6444,0,154,126,0,0,0,0,0,108,0,0,108,11,8,106,20,106,446
